slug,sku,color_name,size_label,size_system,stock_qty,price_override,active
ff-run-singlet,FF-RSN-ORG-M,Orange,M,alpha,12,,true
ff-merino-crew,FF-MRC-OAT-S,Oatmeal,S,alpha,10,,true
ff-merino-crew,FF-MRC-OAT-M,Oatmeal,M,alpha,13,,true
ff-merino-crew,FF-MRC-FST-L,Forest,L,alpha,8,,true
ff-hooded-windshirt,FF-HWS-TEL-S,Teal,S,alpha,12,,true
ff-hooded-windshirt,FF-HWS-TEL-M,Teal,M,alpha,15,,true
ff-hooded-windshirt,FF-HWS-GRY-L,Grey,L,alpha,9,,true
ff-run-capri,FF-RCP-BLK-XS,Black,XS,alpha,16,,true
ff-run-capri,FF-RCP-BLK-S,Black,S,alpha,20,,true
ff-run-capri,FF-RCP-NVY-M,Navy,M,alpha,13,,true
ff-cycle-bib,FF-CBB-BLK-S,Black,S,alpha,8,,true
ff-cycle-bib,FF-CBB-BLK-M,Black,M,alpha,11,,true
ff-cycle-bib,FF-CBB-BLK-L,Black,L,alpha,7,,true
ff-swim-trunk,FF-STK-NVY-S,Navy,S,alpha,15,,true
ff-swim-trunk,FF-STK-NVY-M,Navy,M,alpha,18,,true
ff-swim-trunk,FF-STK-TRP-L,Tropical,L,alpha,10,,true
ff-yoga-short-w,FF-YSW-BLK-XS,Black,XS,alpha,18,,true
ff-yoga-short-w,FF-YSW-BLK-S,Black,S,alpha,22,,true
ff-yoga-short-w,FF-YSW-LAV-M,Lavender,M,alpha,12,,true
ff-thermal-tight,FF-TTT-BLK-XS,Black,XS,alpha,14,,true
ff-thermal-tight,FF-TTT-BLK-S,Black,S,alpha,18,,true
ff-thermal-tight,FF-TTT-CHR-M,Charcoal,M,alpha,11,,true
ff-boardshort,FF-BST-NVY-S,Navy,S,alpha,13,,true
ff-boardshort,FF-BST-NVY-M,Navy,M,alpha,17,,true
ff-boardshort,FF-BST-TRP-L,Tropical,L,alpha,9,,true
ff-trail-skort,FF-TSK-BLK-XS,Black,XS,alpha,12,,true
ff-trail-skort,FF-TSK-BLK-S,Black,S,alpha,16,,true
ff-trail-skort,FF-TSK-TEL-M,Teal,M,alpha,10,,true
ff-hike-short,FF-HKS-KHK-S,Khaki,S,alpha,14,,true
ff-hike-short,FF-HKS-OLV-M,Olive,M,alpha,17,,true
ff-hike-short,FF-HKS-BLK-L,Black,L,alpha,11,,true
ff-swim-legging-w,FF-SLW-BLK-XS,Black,XS,alpha,12,,true
ff-swim-legging-w,FF-SLW-BLK-S,Black,S,alpha,15,,true
ff-swim-legging-w,FF-SLW-NVY-M,Navy,M,alpha,9,,true
ff-comp-3q-tight,FF-CQT-BLK-S,Black,S,alpha,16,,true
ff-comp-3q-tight,FF-CQT-BLK-M,Black,M,alpha,20,,true
ff-comp-3q-tight,FF-CQT-MDN-L,Midnight,L,alpha,12,,true
ff-run-brief,FF-RBF-BLK-XS,Black,XS,alpha,20,,true
ff-run-brief,FF-RBF-BLK-S,Black,S,alpha,24,,true
ff-run-brief,FF-RBF-BLU-M,Blue,M,alpha,14,,true
ff-sweat-jogger,FF-SJG-CHR-S,Charcoal,S,alpha,12,,true
ff-sweat-jogger,FF-SJG-CHR-M,Charcoal,M,alpha,16,,true
ff-sweat-jogger,FF-SJG-NVY-L,Navy,L,alpha,10,,true
ff-3in1-jacket,FF-3IJ-BLK-S,Black,S,alpha,8,,true
ff-3in1-jacket,FF-3IJ-BLK-M,Black,M,alpha,11,,true
ff-3in1-jacket,FF-3IJ-NVY-L,Navy,L,alpha,6,,true
ff-softshell-w,FF-SSW-TEL-XS,Teal,XS,alpha,9,,true
ff-softshell-w,FF-SSW-TEL-S,Teal,S,alpha,12,,true
ff-softshell-w,FF-SSW-BLK-M,Black,M,alpha,8,,true
ff-rain-poncho,FF-RPN-YLW-SM,Yellow,S/M,alpha,14,,true
ff-rain-poncho,FF-RPN-YLW-LX,Yellow,L/XL,alpha,11,,true
ff-rain-poncho,FF-RPN-BLU-SM,Blue,S/M,alpha,9,,true
ff-puffer-w,FF-PFW-BLK-XS,Black,XS,alpha,10,,true
ff-puffer-w,FF-PFW-BLK-S,Black,S,alpha,14,,true
ff-puffer-w,FF-PFW-CRL-M,Coral,M,alpha,8,,true
ff-hardshell-m,FF-HSM-BLK-S,Black,S,alpha,7,,true
ff-hardshell-m,FF-HSM-BLK-M,Black,M,alpha,10,,true
ff-hardshell-m,FF-HSM-RED-L,Red,L,alpha,5,,true
ff-windbreaker-w,FF-WBW-MNT-XS,Mint,XS,alpha,12,,true
ff-windbreaker-w,FF-WBW-MNT-S,Mint,S,alpha,16,,true
ff-windbreaker-w,FF-WBW-BLK-M,Black,M,alpha,10,,true
ff-fleece-jacket,FF-FLJ-CHR-S,Charcoal,S,alpha,13,,true
ff-fleece-jacket,FF-FLJ-CHR-M,Charcoal,M,alpha,17,,true
ff-fleece-jacket,FF-FLJ-NVY-L,Navy,L,alpha,9,,true
ff-rain-jacket-w,FF-RJW-YLW-XS,Yellow,XS,alpha,10,,true
ff-rain-jacket-w,FF-RJW-YLW-S,Yellow,S,alpha,13,,true
ff-rain-jacket-w,FF-RJW-TEL-M,Teal,M,alpha,8,,true
ff-insulated-parka,FF-IPK-BLK-S,Black,S,alpha,6,,true
ff-insulated-parka,FF-IPK-BLK-M,Black,M,alpha,9,,true
ff-insulated-parka,FF-IPK-NVY-L,Navy,L,alpha,5,,true
ff-sun-hoody,FF-SNH-WHT-S,White,S,alpha,15,,true
ff-sun-hoody,FF-SNH-WHT-M,White,M,alpha,19,,true
ff-sun-hoody,FF-SNH-BLU-L,Sky Blue,L,alpha,12,,true
ff-impact-bra-hi,FF-IBH-BLK-XS,Black,XS,alpha,16,,true
ff-impact-bra-hi,FF-IBH-BLK-S,Black,S,alpha,20,,true
ff-impact-bra-hi,FF-IBH-CRL-M,Coral,M,alpha,12,,true
ff-strappy-bra,FF-SPB-BLK-XS,Black,XS,alpha,14,,true
ff-strappy-bra,FF-SPB-BLK-S,Black,S,alpha,18,,true
ff-strappy-bra,FF-SPB-SGE-M,Sage,M,alpha,11,,true
ff-zip-bra,FF-ZBR-BLK-XS,Black,XS,alpha,12,,true
ff-zip-bra,FF-ZBR-BLK-S,Black,S,alpha,15,,true
ff-zip-bra,FF-ZBR-NVY-M,Navy,M,alpha,9,,true
ff-longline-bra,FF-LBR-BLK-XS,Black,XS,alpha,13,,true
ff-longline-bra,FF-LBR-BLK-S,Black,S,alpha,17,,true
ff-longline-bra,FF-LBR-GRY-M,Grey,M,alpha,10,,true
ff-racerback-bra-hi,FF-RBH-BLK-XS,Black,XS,alpha,16,,true
ff-racerback-bra-hi,FF-RBH-NVY-S,Navy,S,alpha,19,,true
ff-racerback-bra-hi,FF-RBH-TEL-M,Teal,M,alpha,11,,true
ff-onepiece-swim,FF-OPS-BLK-XS,Black,XS,alpha,10,,true
ff-onepiece-swim,FF-OPS-BLK-S,Black,S,alpha,13,,true
ff-onepiece-swim,FF-OPS-NVY-M,Navy,M,alpha,8,,true
ff-tri-suit,FF-TRS-BLK-XS,Black,XS,alpha,8,,true
ff-tri-suit,FF-TRS-BLK-S,Black,S,alpha,11,,true
ff-tri-suit,FF-TRS-BLU-M,Blue,M,alpha,7,,true
ff-swim-brief,FF-SBF-BLK-S,Black,S,alpha,15,,true
ff-swim-brief,FF-SBF-BLK-M,Black,M,alpha,18,,true
ff-swim-brief,FF-SBF-NVY-L,Navy,L,alpha,11,,true
ff-bikini-top,FF-BKT-BLK-XS,Black,XS,alpha,14,,true
ff-bikini-top,FF-BKT-CRL-S,Coral,S,alpha,16,,true
ff-bikini-top,FF-BKT-TEL-M,Teal,M,alpha,10,,true
ff-bikini-bottom,FF-BKB-BLK-XS,Black,XS,alpha,14,,true
ff-bikini-bottom,FF-BKB-CRL-S,Coral,S,alpha,16,,true
ff-bikini-bottom,FF-BKB-TEL-M,Teal,M,alpha,10,,true
ff-swim-comp-legging,FF-SCL-BLK-XS,Black,XS,alpha,12,,true
ff-swim-comp-legging,FF-SCL-BLK-S,Black,S,alpha,15,,true
ff-swim-comp-legging,FF-SCL-NVY-M,Navy,M,alpha,9,,true
ff-rashguard-m,FF-RGM-BLK-S,Black,S,alpha,14,,true
ff-rashguard-m,FF-RGM-BLK-M,Black,M,alpha,17,,true
ff-rashguard-m,FF-RGM-BLU-L,Blue,L,alpha,10,,true
ff-swim-shorts-m,FF-SSM-BLK-S,Black,S,alpha,13,,true
ff-swim-shorts-m,FF-SSM-NVY-M,Navy,M,alpha,16,,true
ff-swim-shorts-m,FF-SSM-TRP-L,Tropical,L,alpha,10,,true
ff-road-runner-m,FF-RRM-BLK-9,Black,9,us,12,,true
ff-road-runner-m,FF-RRM-BLK-10,Black,10,us,15,,true
ff-road-runner-m,FF-RRM-BLU-11,Blue,11,us,9,,true
ff-road-runner-w,FF-RRW-PNK-7,Pink,7,us,10,,true
ff-road-runner-w,FF-RRW-PNK-8,Pink,8,us,14,,true
ff-road-runner-w,FF-RRW-GRY-9,Grey,9,us,11,,true
ff-speed-flat-m,FF-SFM-ORG-9,Orange,9,us,8,,true
ff-speed-flat-m,FF-SFM-ORG-10,Orange,10,us,11,,true
ff-speed-flat-m,FF-SFM-BLK-11,Black,11,us,7,,true
ff-cushion-runner-w,FF-CRW-BLU-7,Blue,7,us,9,,true
ff-cushion-runner-w,FF-CRW-BLU-8,Blue,8,us,13,,true
ff-cushion-runner-w,FF-CRW-CRL-9,Coral,9,us,10,,true
ff-stability-shoe-m,FF-STM-GRY-8,Grey,8,us,9,,true
ff-stability-shoe-m,FF-STM-GRY-9,Grey,9,us,12,,true
ff-stability-shoe-m,FF-STM-NVY-10,Navy,10,us,8,,true
ff-minimalist-shoe,FF-MNS-BLK-8,Black,8,us,10,,true
ff-minimalist-shoe,FF-MNS-BLK-9,Black,9,us,13,,true
ff-minimalist-shoe,FF-MNS-GRN-10,Green,10,us,8,,true
ff-track-spike,FF-TSP-YLW-8,Yellow,8,us,7,,true
ff-track-spike,FF-TSP-YLW-9,Yellow,9,us,10,,true
ff-track-spike,FF-TSP-BLK-10,Black,10,us,6,,true
ff-recovery-shoe,FF-RCS-BLK-8,Black,8,us,11,,true
ff-recovery-shoe,FF-RCS-BLK-9,Black,9,us,14,,true
ff-recovery-shoe,FF-RCS-GRY-10,Grey,10,us,9,,true
ff-hiit-trainer-w,FF-HTW-BLK-7,Black,7,us,10,,true
ff-hiit-trainer-w,FF-HTW-BLK-8,Black,8,us,13,,true
ff-hiit-trainer-w,FF-HTW-CRL-9,Coral,9,us,8,,true
ff-metcon-shoe,FF-MTC-BLK-8,Black,8,us,9,,true
ff-metcon-shoe,FF-MTC-BLK-9,Black,9,us,12,,true
ff-metcon-shoe,FF-MTC-GRY-10,Grey,10,us,7,,true
ff-agility-trainer,FF-AGT-WHT-8,White,8,us,10,,true
ff-agility-trainer,FF-AGT-WHT-9,White,9,us,13,,true
ff-agility-trainer,FF-AGT-BLK-10,Black,10,us,8,,true
ff-dance-sneaker,FF-DNS-BLK-6,Black,6,us,9,,true
ff-dance-sneaker,FF-DNS-BLK-7,Black,7,us,12,,true
ff-dance-sneaker,FF-DNS-PNK-8,Pink,8,us,8,,true
ff-plyometric-shoe,FF-PLY-BLK-8,Black,8,us,10,,true
ff-plyometric-shoe,FF-PLY-BLK-9,Black,9,us,13,,true
ff-plyometric-shoe,FF-PLY-BLU-10,Blue,10,us,8,,true
ff-hiking-boot-m,FF-HBM-BRN-9,Brown,9,us,8,,true
ff-hiking-boot-m,FF-HBM-BRN-10,Brown,10,us,11,,true
ff-hiking-boot-m,FF-HBM-BLK-11,Black,11,us,7,,true
ff-hiking-boot-w,FF-HBW-BRN-7,Brown,7,us,8,,true
ff-hiking-boot-w,FF-HBW-BRN-8,Brown,8,us,11,,true
ff-hiking-boot-w,FF-HBW-TEL-9,Teal,9,us,7,,true
ff-trail-sandal,FF-TSL-BRN-8,Brown,8,us,10,,true
ff-trail-sandal,FF-TSL-BRN-9,Brown,9,us,13,,true
ff-trail-sandal,FF-TSL-BLK-10,Black,10,us,8,,true
ff-water-shoe,FF-WSH-BLU-8,Blue,8,us,11,,true
ff-water-shoe,FF-WSH-BLU-9,Blue,9,us,14,,true
ff-water-shoe,FF-WSH-BLK-10,Black,10,us,9,,true
ff-mountaineer-boot,FF-MTB-BLK-9,Black,9,us,6,,true
ff-mountaineer-boot,FF-MTB-BLK-10,Black,10,us,8,,true
ff-mountaineer-boot,FF-MTB-BLK-11,Black,11,us,5,,true
ff-recovery-slide,FF-RSL-BLK-8,Black,8,us,14,,true
ff-recovery-slide,FF-RSL-BLK-9,Black,9,us,17,,true
ff-recovery-slide,FF-RSL-GRY-10,Grey,10,us,12,,true
ff-sport-sandal,FF-SPD-BRN-8,Brown,8,us,10,,true
ff-sport-sandal,FF-SPD-BRN-9,Brown,9,us,13,,true
ff-sport-sandal,FF-SPD-BLK-10,Black,10,us,8,,true
ff-yoga-slipper,FF-YSP-GRY-7,Grey,7,us,12,,true
ff-yoga-slipper,FF-YSP-GRY-8,Grey,8,us,15,,true
ff-yoga-slipper,FF-YSP-PNK-9,Pink,9,us,10,,true
ff-aqua-sandal,FF-AQS-BLU-8,Blue,8,us,11,,true
ff-aqua-sandal,FF-AQS-BLU-9,Blue,9,us,14,,true
ff-aqua-sandal,FF-AQS-BLK-10,Black,10,us,9,,true
ff-trucker-hat,FF-TKH-BLK-OS,Black,OS,alpha,24,,true
ff-trucker-hat,FF-TKH-NVY-OS,Navy,OS,alpha,18,,true
ff-sun-visor,FF-SVS-BLK-OS,Black,OS,alpha,20,,true
ff-sun-visor,FF-SVS-WHT-OS,White,OS,alpha,16,,true
ff-balaclava,FF-BLV-BLK-OS,Black,OS,alpha,15,,true
ff-balaclava,FF-BLV-GRY-OS,Grey,OS,alpha,12,,true
ff-run-headband,FF-RHB-BLK-OS,Black,OS,alpha,22,,true
ff-run-headband,FF-RHB-NVY-OS,Navy,OS,alpha,18,,true
ff-neck-gaiter,FF-NGT-BLK-OS,Black,OS,alpha,20,,true
ff-neck-gaiter,FF-NGT-GRY-OS,Grey,OS,alpha,16,,true
ff-hydration-vest,FF-HDV-BLK-XS,Black,XS/S,alpha,9,,true
ff-hydration-vest,FF-HDV-BLK-ML,Black,M/L,alpha,11,,true
ff-run-belt,FF-RBT-BLK-SM,Black,S/M,alpha,16,,true
ff-run-belt,FF-RBT-GRY-LX,Grey,L/XL,alpha,13,,true
ff-gym-duffel,FF-GDF-BLK-OS,Black,OS,alpha,14,,true
ff-gym-duffel,FF-GDF-NVY-OS,Navy,OS,alpha,11,,true
ff-trail-pack-20,FF-TP2-BLK-OS,Black,OS,alpha,10,,true
ff-trail-pack-20,FF-TP2-GRN-OS,Forest Green,OS,alpha,8,,true
ff-cycling-pack,FF-CYP-BLK-OS,Black,OS,alpha,9,,true
ff-cycling-pack,FF-CYP-GRY-OS,Grey,OS,alpha,7,,true
ff-swim-bag,FF-SWB-BLK-OS,Black,OS,alpha,15,,true
ff-swim-bag,FF-SWB-BLU-OS,Blue,OS,alpha,12,,true
ff-run-gloves,FF-RNG-BLK-S,Black,S,alpha,16,,true
ff-run-gloves,FF-RNG-BLK-M,Black,M,alpha,19,,true
ff-run-gloves,FF-RNG-GRY-L,Grey,L,alpha,12,,true
ff-cycle-gloves,FF-CYG-BLK-S,Black,S,alpha,13,,true
ff-cycle-gloves,FF-CYG-BLK-M,Black,M,alpha,16,,true
ff-cycle-gloves,FF-CYG-BLU-L,Blue,L,alpha,10,,true
ff-lift-gloves,FF-LFG-BLK-S,Black,S,alpha,15,,true
ff-lift-gloves,FF-LFG-BLK-M,Black,M,alpha,18,,true
ff-lift-gloves,FF-LFG-BLK-L,Black,L,alpha,12,,true
ff-arm-sleeves,FF-ARS-BLK-SM,Black,S/M,alpha,18,,true
ff-arm-sleeves,FF-ARS-NVY-LX,Navy,L/XL,alpha,14,,true
ff-waterproof-mitt,FF-WPM-BLK-S,Black,S,alpha,10,,true
ff-waterproof-mitt,FF-WPM-BLK-M,Black,M,alpha,13,,true
ff-waterproof-mitt,FF-WPM-RED-L,Red,L,alpha,8,,true
ff-comp-run-sock,FF-CRS-BLK-S,Black,S,alpha,25,,true
ff-comp-run-sock,FF-CRS-BLK-M,Black,M,alpha,30,,true
ff-comp-run-sock,FF-CRS-WHT-L,White,L,alpha,20,,true
ff-wool-hike-sock,FF-WHS-GRY-S,Grey,S,alpha,18,,true
ff-wool-hike-sock,FF-WHS-GRY-M,Grey,M,alpha,22,,true
ff-wool-hike-sock,FF-WHS-BLK-L,Black,L,alpha,16,,true
ff-noshow-sock,FF-NSS-BLK-S,Black,S,alpha,28,,true
ff-noshow-sock,FF-NSS-BLK-M,Black,M,alpha,32,,true
ff-noshow-sock,FF-NSS-WHT-L,White,L,alpha,24,,true
ff-cycle-sock,FF-CYS-BLK-S,Black,S,alpha,20,,true
ff-cycle-sock,FF-CYS-BLK-M,Black,M,alpha,24,,true
ff-cycle-sock,FF-CYS-WHT-L,White,L,alpha,18,,true
ff-waterproof-sock,FF-WPS-BLK-S,Black,S,alpha,14,,true
ff-waterproof-sock,FF-WPS-BLK-M,Black,M,alpha,17,,true
ff-waterproof-sock,FF-WPS-BLK-L,Black,L,alpha,11,,true
ff-sport-sunglass,FF-SSG-BLK-OS,Black,OS,alpha,16,,true
ff-sport-sunglass,FF-SSG-GRY-OS,Grey,OS,alpha,13,,true
ff-swim-goggle,FF-SWG-BLK-OS,Black,OS,alpha,18,,true
ff-swim-goggle,FF-SWG-BLU-OS,Blue,OS,alpha,15,,true
ff-ski-goggle,FF-SKG-BLK-OS,Black,OS,alpha,10,,true
ff-ski-goggle,FF-SKG-WHT-OS,White,OS,alpha,8,,true
ff-cycling-glasses,FF-CLG-BLK-OS,Black,OS,alpha,13,,true
ff-cycling-glasses,FF-CLG-YLW-OS,Yellow,OS,alpha,10,,true
ff-yoga-mat,FF-YGM-PRP-OS,Purple,OS,alpha,14,,true
ff-yoga-mat,FF-YGM-BLK-OS,Black,OS,alpha,18,,true
ff-resistance-band,FF-RSB-LGT-OS,Light,OS,alpha,22,,true
ff-resistance-band,FF-RSB-MED-OS,Medium,OS,alpha,20,,true
ff-resistance-band,FF-RSB-HVY-OS,Heavy,OS,alpha,17,,true
ff-foam-roller,FF-FMR-BLK-OS,Black,OS,alpha,16,,true
ff-foam-roller,FF-FMR-BLU-OS,Blue,OS,alpha,13,,true
